City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,deputatskiy,69.3,139.9,-22.31,99,100,3.2,RU,1675607753
367,encheng,22.1839,112.3026,68.97,68,97,4.36,CN,1675607754
368,kingman,35.1894,-114.053,44.85,39,0,6.91,US,1675607754
369,bathsheba,13.2167,-59.5167,83.01,65,75,23.02,BB,1675607755
370,gat,31.61,34.7642,61.79,22,1,10.98,IL,1675607647
371,merrill,45.1805,-89.6835,16.9,89,69,8.28,US,1675607755
372,shieli,44.1667,66.75,33.85,74,18,7.74,KZ,1675607756
373,santa vitoria,-18.8386,-50.1214,78.33,74,100,2.73,BR,1675607756
374,itarema,-2.9248,-39.9167,83.17,71,76,12.46,BR,1675607757
375,monte escobedo,22.3,-103.5833,54.37,32,8,4.16,MX,1675607757
376,gibsons,49.3997,-123.5027,46.4,93,100,5.03,CA,1675607757
377,puksoozero,62.5903,40.6066,2.98,99,52,4.83,RU,1675607758
378,galle,6.0367,80.217,77.23,87,100,3.0,LK,1675607758
379,ossora,59.2353,163.0719,-12.15,83,15,4.41,RU,1675607759
380,cidreira,-30.1811,-50.2056,80.4,40,22,17.05,BR,1675607759
381,afyonkarahisar,38.75,30.6667,32.99,73,100,16.53,TR,1675607760
382,kyshtovka,56.555,76.6271,-2.88,100,99,2.19,RU,1675607760
383,bhatapara,21.7333,81.9333,72.37,16,0,6.24,IN,1675607761
384,campbell river,50.0163,-125.2446,45.93,100,100,4.61,CA,1675607761
385,envira,-7.3,-70.2167,70.52,99,100,1.23,BR,1675607762
386,farah,32.5,62.5,54.18,53,0,2.89,AF,1675607763
387,warri,5.5167,5.75,90.88,50,100,3.87,NG,1675607539
388,poya,-21.35,165.15,80.82,87,86,5.48,NC,1675607764
389,svetlaya,46.5389,138.3297,11.43,81,4,6.26,RU,1675607764
390,sadiqabad,28.3062,70.1307,73.65,26,0,4.43,PK,1675607765
391,natal,-5.795,-35.2094,88.45,62,40,11.5,BR,1675607694
392,touba,8.2833,-7.6833,97.21,12,25,5.44,CI,1675607766
393,puerto leguizamo,-0.1934,-74.7819,81.18,72,99,2.73,CO,1675607767
394,tuatapere,-46.1333,167.6833,56.77,92,98,8.72,NZ,1675607768
395,kandrian,-6.2167,149.55,78.21,85,93,4.21,PG,1675607770
396,krasnoarmeysk,51.0239,45.6969,10.45,99,100,4.0,RU,1675607770
397,saint-denis,48.9167,2.3333,50.34,59,75,18.41,FR,1675607771
398,boras,57.721,12.9401,33.12,97,100,3.53,SE,1675607625
399,yingcheng,30.95,113.55,50.36,69,99,5.84,CN,1675607772
400,ende,-8.8432,121.6623,78.01,90,100,5.08,ID,1675607773
401,harvard,42.4222,-88.6137,35.78,87,73,9.69,US,1675607774
402,senador pompeu,-5.5881,-39.3717,91.51,43,26,6.44,BR,1675607775
403,opotiki,-38.0833,177.2833,68.38,94,100,5.28,NZ,1675607776
404,turbat,26.0023,63.044,75.69,38,0,14.5,PK,1675607776
405,touros,-5.1989,-35.4608,87.12,59,67,12.19,BR,1675607777
406,kuryk,43.2,51.65,38.43,61,100,10.0,KZ,1675607778
407,shambu,9.5667,37.1,68.68,14,47,2.62,ET,1675607779
408,khatanga,71.9667,102.5,-24.79,92,100,5.48,RU,1675607780
409,srednekolymsk,67.45,153.6833,-33.38,99,100,7.07,RU,1675607781
410,fukue,32.6881,128.8419,49.8,51,68,8.77,JP,1675607782
411,upata,8.0086,-62.3989,80.19,53,76,10.65,VE,1675607782
412,noshiro,40.2039,140.0242,35.04,72,100,7.56,JP,1675607783
413,firminopolis,-16.5819,-50.305,78.35,76,100,1.41,BR,1675607785
414,rio grande,-32.035,-52.0986,78.91,75,84,13.58,BR,1675607786
415,fez,34.0372,-4.9998,62.85,29,0,8.05,MA,1675607787
416,tomatlan,19.9333,-105.25,73.78,42,1,1.92,MX,1675607787
417,codajas,-3.8367,-62.0569,87.85,60,92,2.19,BR,1675607788
418,pangnirtung,66.1451,-65.7125,-28.93,97,100,1.52,CA,1675607788
419,xining,36.6167,101.7667,27.18,53,10,2.3,CN,1675607789
420,san quintin,30.4833,-115.95,55.06,84,0,8.77,MX,1675607789
421,las cruces,32.3123,-106.7783,52.2,39,0,4.61,US,1675607790
422,urmary,55.6789,47.944,1.15,100,85,1.9,RU,1675607790
423,tulum,20.2167,-87.4667,73.87,86,14,3.94,MX,1675607791
424,tezu,27.9167,96.1667,63.41,36,3,4.65,IN,1675607791
425,bosaso,11.2842,49.1816,76.98,73,20,13.8,SO,1675607527
426,banda aceh,5.5577,95.3222,78.69,79,96,3.06,ID,1675607792
427,mount gambier,-37.8333,140.7667,52.43,93,37,3.71,AU,1675607668
428,anchorage,61.2181,-149.9003,21.63,92,100,6.91,US,1675607508
429,melo,-32.3667,-54.1833,81.95,43,73,10.13,UY,1675607793
430,aitape,-3.1374,142.3475,79.03,86,100,2.01,PG,1675607793
431,buala,-8.145,159.5921,76.86,96,100,12.28,SB,1675607793
432,pombas,17.1503,-25.0201,73.18,55,100,18.01,CV,1675607794
433,itaituba,-4.2761,-55.9836,80.76,89,75,6.91,BR,1675607794
434,santa cruz,-17.8,-63.1667,77.05,83,75,12.66,BO,1675607795
435,sijunjung,-0.6876,100.9537,72.43,89,100,2.1,ID,1675607795
436,tocopilla,-22.092,-70.1979,75.42,73,0,4.61,CL,1675607796
437,corowa,-36.0333,146.3833,56.41,84,0,4.72,AU,1675607796
438,noumea,-22.2763,166.4572,84.0,99,75,11.14,NC,1675607797
439,caceres,39.522,-6.3748,58.14,47,0,9.86,ES,1675607527
440,cap malheureux,-19.9842,57.6142,82.47,76,61,5.01,MU,1675607797
441,nome,64.5011,-165.4064,15.87,79,100,8.05,US,1675607798
442,am timan,11.0297,20.2827,97.77,7,34,4.05,TD,1675607798
443,zambezi,-13.5432,23.1047,74.26,80,71,6.13,ZM,1675607798
444,sao miguel do araguaia,-13.275,-50.1628,83.73,67,100,4.21,BR,1675607799
445,catazaja,17.725,-92.0167,68.85,88,38,4.12,MX,1675607799
446,ahuimanu,21.4447,-157.8378,73.11,89,75,16.11,US,1675607800
447,birjand,32.8663,59.2211,48.67,27,0,9.22,IR,1675607800
448,tiarei,-17.5333,-149.3333,77.02,76,100,14.7,PF,1675607801
449,portland,45.5234,-122.6762,46.38,95,100,8.01,US,1675607801
450,abu samrah,35.3029,37.1841,42.8,92,100,6.4,SY,1675607801
451,asosa,10.0667,34.5333,85.48,14,33,5.5,ET,1675607802
452,zhezkazgan,47.8043,67.7144,28.38,100,100,11.18,KZ,1675607803
453,cheremukhovo,60.3484,59.9851,14.22,98,100,0.45,RU,1675607803
454,new glasgow,45.5834,-62.6486,15.78,63,96,12.93,CA,1675607804
455,sistranda,63.7256,8.834,37.36,58,87,21.43,NO,1675607804
456,nioro,13.35,-15.75,95.54,7,71,7.27,GM,1675607804
457,dalnerechensk,45.9339,133.7225,-6.97,100,77,3.44,RU,1675607805
458,toora-khem,52.4675,96.11,5.11,98,100,0.22,RU,1675607805
459,puerto del rosario,28.5004,-13.8627,65.95,55,0,8.05,ES,1675607806
460,umm lajj,25.0213,37.2685,69.57,52,20,8.08,SA,1675607806
461,sartana,47.1744,37.6927,34.02,70,100,9.78,UA,1675607807
462,shellbrook,53.2168,-106.4011,25.83,96,48,7.81,CA,1675607807
463,gola bazar,26.3431,83.3553,60.87,56,0,5.75,IN,1675607807
464,songea,-10.6833,35.65,76.35,73,75,11.5,TZ,1675607808
465,sivas,39.7916,37.0019,21.83,93,75,4.61,TR,1675607808
466,svetlogorsk,52.6333,29.7333,25.34,84,100,11.61,BY,1675607809
467,mae ramat,16.984,98.5166,73.2,75,7,0.4,TH,1675607809
468,atar,20.5169,-13.0499,77.95,13,15,11.25,MR,1675607810
469,roebourne,-20.7833,117.1333,90.18,47,14,13.78,AU,1675607810
470,alibag,18.6411,72.8792,80.67,69,34,6.02,IN,1675607762
471,chokwe,-24.5333,32.9833,87.98,41,51,14.07,MZ,1675607811
472,jalu,29.0331,21.5482,63.61,46,93,20.2,LY,1675607811
473,novoorsk,51.381,58.9813,11.05,97,37,8.23,RU,1675607811
474,caconda,-13.7333,15.0667,62.29,71,100,5.37,AO,1675607812
475,waipawa,-41.4122,175.5153,64.15,83,100,17.87,NZ,1675607812
476,belaya gora,68.5333,146.4167,-29.7,100,100,1.07,RU,1675607813
477,sao filipe,14.8961,-24.4956,73.69,55,5,10.0,CV,1675607594
478,warren,39.4334,-84.1666,44.15,60,0,13.8,US,1675607813
479,okhotsk,59.3833,143.3,-15.52,83,68,9.37,RU,1675607542
480,basti,26.8,82.7167,60.76,56,0,5.68,IN,1675607814
481,saint-georges,12.0564,-61.7485,82.08,74,75,24.16,GD,1675607814
482,siayan,8.2667,123.1,74.17,93,63,3.67,PH,1675607815
483,castrillon,43.3979,-6.7922,52.36,66,17,6.58,ES,1675607815
484,zvishavane,-20.3267,30.0665,83.21,37,86,7.2,ZW,1675607616
485,maragogi,-9.0122,-35.2225,83.73,68,44,8.81,BR,1675607816
486,analipsis,35.3167,25.5667,52.11,93,97,29.04,GR,1675607816
487,kloulklubed,7.0419,134.2556,79.3,75,100,18.52,PW,1675607817
488,anadyr,64.75,177.4833,-28.7,75,0,8.95,RU,1675607817
489,tulle,45.3333,1.8333,46.54,63,44,8.34,FR,1675607818
490,bandarbeyla,9.4942,50.8122,76.77,69,53,15.97,SO,1675607818
491,polovinnoye,54.7914,65.9864,5.2,93,97,8.41,RU,1675607819
492,paamiut,61.994,-49.6678,14.2,88,100,11.25,GL,1675607819
493,fare,-16.7,-151.0167,80.94,75,23,15.75,PF,1675607820
494,karratha,-20.7377,116.8463,89.15,52,13,12.8,AU,1675607560
495,key largo,25.0865,-80.4473,76.98,81,0,10.85,US,1675607803
496,inhambane,-23.865,35.3833,82.85,64,4,15.77,MZ,1675607821
497,the valley,18.217,-63.0578,78.94,69,20,16.11,AI,1675607821
498,jaisalmer,26.9147,70.9181,75.79,27,0,10.69,IN,1675607822
499,griffith,41.5284,-87.4237,39.09,75,0,11.5,US,1675607823
500,nanakuli,21.3906,-158.1547,73.35,76,40,5.75,US,1675607823
501,le port,-20.9373,55.2919,84.2,83,80,7.29,RE,1675607824
502,kazachinskoye,57.6953,93.2761,-6.63,100,95,2.57,RU,1675607824
503,zatoka,46.0725,30.4654,32.68,62,100,22.48,UA,1675607825
504,malakal,9.5334,31.6605,96.4,10,43,6.98,SS,1675607826
505,jacareacanga,-6.2222,-57.7528,80.87,75,96,2.37,BR,1675607826
506,ancud,-41.8697,-73.8203,63.68,82,26,7.23,CL,1675607687
507,goderich,43.7501,-81.7165,35.92,75,100,17.27,CA,1675607827
508,souillac,-20.5167,57.5167,82.78,78,40,6.91,MU,1675607828
509,barabai,-2.5833,115.3833,75.43,84,100,2.04,ID,1675607829
510,lavumisa,-27.31,31.892,83.7,51,9,9.89,SZ,1675607829
511,ixtapa,20.7,-105.2,60.03,100,0,0.0,MX,1675607830
512,villarrobledo,39.2699,-2.6012,62.78,20,0,11.81,ES,1675607830
513,mfou,3.7159,11.6427,89.46,40,40,6.91,CM,1675607831
514,narimanov,46.6927,47.8498,28.31,91,98,6.76,RU,1675607832
515,kenai,60.5544,-151.2583,20.14,94,100,19.57,US,1675607832
516,cao bang,22.6667,106.25,61.99,98,100,1.99,VN,1675607833
517,churapcha,62.0025,132.4325,-29.27,99,99,3.38,RU,1675607834
518,havelock,34.8791,-76.9013,48.18,62,100,6.91,US,1675607834
519,muli,2.9167,73.5667,81.5,70,96,3.13,MV,1675607835
520,aswan,24.0934,32.907,72.7,20,0,11.5,EG,1675607836
521,buraydah,26.326,43.975,70.25,24,70,3.53,SA,1675607782
522,dingle,10.9995,122.6711,74.68,91,100,7.47,PH,1675607837
523,bud,39.447,-86.1758,44.33,63,100,15.66,US,1675607837
524,somovo,51.741,39.3665,28.9,69,75,4.47,RU,1675607838
525,burnie,-41.0667,145.9167,56.88,73,68,13.18,AU,1675607587
526,tungor,53.3808,142.9564,-7.02,96,100,8.55,RU,1675607839
527,skjervoy,70.0311,20.9714,39.2,90,100,36.01,NO,1675607840
528,pundaguitan,6.3711,126.1689,81.14,75,95,9.89,PH,1675607840
529,bubaque,11.2833,-15.8333,78.67,52,22,8.88,GW,1675607841
530,gotsu,35.0,132.2167,39.47,71,2,5.12,JP,1675607841
531,zaigrayevo,51.8336,108.2703,-4.68,99,28,3.18,RU,1675607843
